D0 D9 0 1 140 109 93 -47
M Y 2 1 78 93 47 -31
Y Space -3 2 93 78 125 32
Space W 3 2 78 109 93 15
W O 0 -7 109 109 78 -31
O R 0 5 109 78 109 0
R K -1 -4 78 109 110 32
K I 1 0 109 125 3369 3260
I N -2 2 125 140 47 -78
N G 1 1 140 94 140 0
G OemMinus 2 -6 94 109 1342 1248
OemMinus C -3 8 109 94 218 109
C L 1 -6 94 94 94 0
L A 0 8 94 78 94 0
A S 0 -1 78 31 187 109
S S 0 0 31 94 109 78
S Space -2 -2 94 94 62 -32
Space A 2 3 94 110 156 62
A P 1 -9 110 109 16 -94
P R 0 6 109 156 140 31
R E 0 1 156 140 63 -93
E N -2 -3 140 63 93 -47
N T 2 1 63 78 125 62
T S -1 3 78 94 187 109
S Oem7 0 -9 94 78 702 608
Oem7 Space -2 7 78 78 78 0
Space S 2 2 78 156 219 141
S A 0 1 156 125 93 -63
A V -1 -3 125 78 188 63
V I 2 -4 78 110 124 46
I N -2 2 110 124 32 -78
N G 1 1 124 187 187 63
G S 0 3 187 125 109 -78
S Space -2 -2 125 94 156 31
Space W 3 2 94 94 530 436
W E 0 -1 94 124 188 94
E R 0 -1 124 171 78 -46
R E 0 1 171 109 109 -62
E Space -3 -1 109 63 93 -16
Space S 2 2 63 109 94 31
S P 1 -8 109 124 94 -15
P E 0 7 124 94 124 0
E N -2 -3 94 109 110 16
N T 2 1 109 93 156 47
T Space -3 1 93 94 93 0
Space O 3 -5 94 125 546 452
O N -2 3 125 109 63 -62
N Space -1 2 109 78 93 -16
Space M 1 -3 78 109 125 47
M Y 2 1 109 94 140 31
Y Space -3 2 94 110 78 -16
Space C 1 1 110 94 172 62
C O 2 -6 94 94 78 -16
O L -1 0 94 63 187 93
L L 0 0 63 94 125 62
L E 1 6 94 125 62 -32
E G -1 -2 125 156 94 -31
G E 1 2 156 94 109 -47
E Space -3 -1 94 94 31 -63
Space T 3 -1 94 110 156 62
T U 0 -2 110 172 250 140
U I 0 -1 172 124 94 -78
I T 0 3 124 94 171 47
T I 0 -3 94 156 109 15
I O 0 -1 156 218 110 -46
O N -2 3 218 93 156 -62
N OemPeriod 0 -3 93 124 312 219
OemPeriod Space -1 5 124 78 140 16
Space RShiftKey 1 -7 78 188 452 374
RShiftKey A 1 10 188 93 110 -78
A T 1 -4 93 63 358 265
T E 0 2 63 140 266 203
E R 0 -1 140 93 78 -62
R Space -3 0 93 93 109 16
Space S 2 2 93 109 187 94
S I 1 -6 109 125 140 31
I X -2 6 125 94 156 31
X Space -1 -2 94 78 94 0
Space M 1 -3 78 93 1061 983
M O 2 -2 93 140 109 16
O N -2 3 140 125 78 -62
N T 2 1 125 156 94 -31
T H -1 -1 156 141 93 -63
H S 0 4 141 109 406 265
S Oemcomma -1 -6 109 110 171 62
Oemcomma Space -1 4 110 94 125 15
Space RShiftKey 1 -7 94 218 281 187
RShiftKey I 2 3 218 109 109 -109
I Space -3 4 109 47 94 -15
Space C 1 1 47 94 140 93
C O 2 -6 94 125 47 -47
O U 0 2 125 94 62 -63
U L -1 -2 94 125 156 62
L D 0 6 125 63 78 -47
D N -1 -3 63 109 94 31
N Oem7 1 -5 109 94 234 125
Oem7 T 1 6 94 94 140 46
T Space -3 1 94 78 94 0
Space M 1 -3 78 62 16 -62
M S 1 5 62 93 78 16
S E 1 -1 93 62 187 94
E E 0 0 62 78 140 78
E Space -3 -1 78 78 78 0
Space T 3 -1 78 125 109 31
T H -1 -1 125 110 78 -47
H E 1 3 110 94 156 46
E Space -3 -1 94 78 63 -31
Space V 1 0 78 62 125 47
V A 1 3 62 109 140 78
A L 0 -8 109 141 109 0
L U 1 2 141 109 63 -78
U E 0 4 109 94 140 31
E Space -3 -1 94 94 109 15
Space I 3 -4 94 110 2371 2277
I N -2 2 110 62 94 -16
N Space -1 2 62 78 16 -46
Space I 3 -4 78 94 124 46
I T 0 3 94 110 78 -16
T OemPeriod -2 -4 110 63 203 93
OemPeriod Space -1 5 63 63 109 46
Space RShiftKey 1 -7 63 234 1186 1123
RShiftKey I 2 3 234 125 125 -109
I Space -3 4 125 78 109 -16
Space H 2 -2 78 109 125 47
H A 0 5 109 156 78 -31
A D 0 -2 156 109 78 -78
D Space -2 -1 109 78 93 -16
Space N 1 -2 78 156 141 63
N O 2 -3 156 109 78 -78
O Space -3 5 109 109 62 -47
Space I 3 -4 109 94 156 47
I D -1 5 94 47 109 15
D E 1 0 47 172 156 109
E A -1 2 172 140 110 -62
A Space -2 -3 140 93 468 328
Space W 3 2 93 94 452 359
W H -1 -4 94 109 78 -16
H A 0 5 109 172 109 0
A T 1 -4 172 78 125 -47
T Space -3 1 78 94 62 -16
Space RShiftKey 1 -7 94 280 188 94
RShiftKey I 2 3 280 109 78 -202
I Space -3 4 109 124 78 -31
Space W 3 2 124 140 218 94
W A -1 1 140 140 78 -62
A N -1 -5 140 94 78 -62
N T 2 1 94 171 172 78
T E 0 2 171 109 109 -62
E D -1 0 109 140 265 156
D Space -2 -1 140 94 140 0
Space T 3 -1 94 78 110 16
T R 0 1 78 47 15 -63
R O 0 -5 47 78 94 47
O Space -3 5 78 62 109 31
Space V 1 0 62 94 0 -62
V Back 3 -9 94 78 718 624
Back Back 0 0 78 62 187 109
Back Back 0 0 62 62 187 125
Back Back 0 0 62 62 156 94
Back Back 0 0 62 62 156 94
Back T -1 8 62 62 936 874
T O 0 -4 62 94 78 16
O Space -3 5 94 47 125 31
Space D 2 1 47 78 109 62
D O 1 -6 78 78 62 -16
O Space -3 5 78 62 94 16
Space W 3 2 62 62 156 94
W I 0 -6 62 94 78 16
I T 0 3 94 141 140 46
T H -1 -1 141 94 78 -63
H Space -2 2 94 62 63 -31
Space M 1 -3 62 62 156 94
M Y 2 1 62 78 62 0
Y Space -3 2 78 94 78 0
Space L 2 -5 94 141 187 93
L I 1 1 141 109 63 -78
I F -1 4 109 141 93 -16
F E 1 1 141 110 78 -63
E Space -3 -1 110 93 2294 2184
Space A 2 3 93 109 187 94
A N -1 -5 109 78 78 -31
N D 1 3 78 78 93 15
D Space -2 -1 78 78 78 0
Space N 1 -2 78 156 156 78
N O 2 -3 156 125 63 -93
O Space -3 5 125 78 78 -47
Space I 3 -4 78 93 156 78
I D -1 5 93 93 78 -15
D E 1 0 93 94 187 94
E A -1 2 94 93 203 109
A Space -2 -3 93 93 125 32
Space H 2 -2 93 94 826 733
H O 1 -3 94 124 188 94
O W 0 7 124 109 187 63
W Space -3 -2 109 78 156 47
Space C 1 1 78 78 1092 1014
C O 2 -6 78 94 93 15
O L -1 0 94 78 188 94
L L 0 0 78 110 124 46
L E 1 6 110 109 47 -63
E G -1 -2 109 171 94 -15
G E 1 2 171 109 109 -62
E Space -3 -1 109 78 94 -15
Space W 3 2 78 94 218 140
W A -1 1 94 172 62 -32
A Space -2 -3 172 94 203 31
Space Back 4 -9 94 78 468 374
Back S -2 11 78 93 94 16
S Space -2 -2 93 93 125 32
Space G 2 -1 93 93 156 63
G O 1 -4 93 156 124 31
O I 0 1 156 109 63 -93
I N -2 2 109 109 203 94
N G 1 1 109 78 140 31
G Space -2 1 78 78 78 0
Space T 3 -1 78 78 2215 2137
T O 0 -4 78 47 94 16
O Space -3 5 47 62 1139 1092
Space H 2 -2 62 63 202 140
H E 1 3 63 94 172 109
E L -1 -6 94 125 31 -63
L P 1 -1 125 109 47 -78
P Space -3 6 109 93 125 16
Space M 1 -3 93 110 93 0
M E 2 4 110 62 110 0
E Space -3 -1 62 109 78 16
Space F 2 0 109 78 234 125
F G 0 -1 78 62 218 140
G Back 2 -8 62 93 359 297
Back I -1 5 93 125 249 156
I G -1 3 125 93 110 -15
G U 1 -2 93 125 109 16
U R 0 3 125 141 140 15
R E 0 1 141 125 78 -63
E Space -3 -1 125 93 63 -62
Space I 3 -4 93 94 171 78
I Space -3 4 94 78 187 93
Space Back 4 -9 78 78 422 344
Back T -1 8 78 62 234 156
T Space -3 1 62 62 109 47
Space O 3 -5 62 156 171 109
O U 0 2 156 110 78 -78
U T 0 2 110 109 94 -16
T OemPeriod -2 -4 109 62 125 16
OemPeriod Space -1 5 62 109 187 125
Space Back 4 -9 109 63 4430 4321
Back Back 0 0 63 93 141 78
Back Back 0 0 93 78 156 63
Back Back 0 0 78 94 140 62
Back F -2 9 94 78 874 780
F T 1 -1 78 78 156 78
T E 0 2 78 156 187 109
E R 0 -1 156 94 78 -78
R RShiftKey -2 -7 94 249 9298 9204
RShiftKey A 1 10 249 109 156 -93
A N -1 -5 109 109 218 109
N D 1 3 109 78 109 0
D Space -2 -1 78 93 94 16
Space H 2 -2 93 109 140 47
H E 1 3 109 140 47 -62
E R 0 -1 140 187 78 -62
R E 0 1 187 125 125 -62
E Space -3 -1 125 78 78 -47
Space RShiftKey 1 -7 78 187 187 109
RShiftKey I 2 3 187 110 62 -125
I Space -3 4 110 78 156 46
Space A 2 3 78 78 172 94
A M -1 -6 78 93 94 16
M Space -1 3 93 78 140 47
Space Back 4 -9 78 63 2636 2558
Back Back 0 0 63 62 172 109
Back Back 0 0 62 78 655 593
Back W -1 11 78 94 468 390
W A -1 1 94 187 63 -31
A S 0 -1 187 93 109 -78
S Space -2 -2 93 94 62 -31
Space S 2 2 94 94 125 31
S P 1 -8 94 78 78 -16
P E 0 7 78 78 109 31
E N -2 -3 78 125 94 16
N D 1 3 125 110 93 -32
D I 1 -5 110 140 110 0
I N -2 2 140 125 62 -78
N G 1 1 125 93 172 47
G Space -2 1 93 94 561 468
Space LShiftKey 1 4 94 78 187 93
LShiftKey L 1 -9 78 78 94 16
L L 0 0 78 94 156 78
L Back 2 -4 94 62 874 780
Back Back 0 0 62 78 140 78
Back A -2 12 78 93 94 16
A L 0 -8 93 93 109 16
L L 0 0 93 109 140 47
L Space -2 5 109 78 94 -15
Space O 3 -5 78 125 140 62
O F -1 5 125 78 203 78
F Space -2 0 78 78 78 0
Space M 1 -3 78 109 156 78
M Y 2 1 109 109 156 47
Y Space -3 2 109 93 125 16
Space M 1 -3 93 141 764 671
M O 2 -2 141 171 172 31
O N -2 3 171 140 78 -93
N E 2 3 140 188 171 31
E Y 0 -3 188 93 141 -47
Y Space -3 2 93 78 62 -31
Space M 1 -3 78 63 156 78
M Y 2 1 63 47 47 -16
Y Space -3 2 47 78 109 62
Space P 3 -6 78 94 156 78
P A -1 9 94 94 109 15
A R 1 -3 94 141 234 140
R E 0 1 141 141 78 -63
E N -2 -3 141 125 156 15
N T 2 1 125 94 125 0
T S -1 3 94 140 172 78
S Space -2 -2 140 109 156 16
Space H 2 -2 109 93 390 281
H A 0 5 93 156 78 -15
A D 0 -2 156 109 78 -78
D Space -2 -1 109 110 951 842
Space S 2 2 110 156 328 218
S A 0 1 156 124 94 -62
A V -1 -3 124 172 327 203
V E 2 1 172 109 125 -47
E D -1 0 109 94 187 78
D Space -2 -1 94 109 94 0
Space T 3 -1 109 171 281 172
T H -1 -1 171 109 109 -62
H E 1 3 109 110 171 62
E I 0 -5 110 109 94 -16
I R 0 4 109 93 94 -15
R Space -3 0 93 109 109 16
Space E 3 1 109 93 156 47
E N -2 -3 93 110 93 0
N T 2 1 110 93 188 78
T I 0 -3 93 109 109 16
I R 0 4 109 141 93 -16
R E 0 1 141 110 78 -63
E Space -3 -1 110 109 32 -78
Space L 2 -5 109 141 202 93
L I 1 1 141 187 63 -78
I F -1 4 187 62 187 0
F E 1 1 62 109 0 -62
E OemPeriod -2 -6 109 110 140 31
OemPeriod Space -1 5 110 109 94 -16
Space RShiftKey 1 -7 109 171 359 250
RShiftKey S 1 9 171 94 109 -62
S O 1 -7 94 94 140 46
O Space -3 5 94 78 78 -16
Space I 3 -4 78 109 172 94
I Back 1 -5 109 93 406 297
Back RShiftKey -3 2 93 171 234 141
RShiftKey I 2 3 171 109 78 -93
I Space -3 4 109 78 62 -47
Space D 2 1 78 140 203 125
D E 1 0 140 94 93 -47
E I 0 -5 94 94 281 187
I Back 1 -5 94 94 437 343
Back C -3 10 94 78 203 109
C I 2 -5 78 110 93 15
I D -1 5 110 94 94 -16
D E 1 0 94 78 156 62
E D -1 0 78 109 156 78
D Space -2 -1 109 94 109 0
Space T 3 -1 94 78 1155 1061
T O 0 -4 78 78 78 0
O Space -3 5 78 78 93 15
Space D 2 1 78 62 203 125
D R 1 -1 62 78 187 125
R O 0 -5 78 109 94 16
O P 0 -1 109 94 62 -47
P Space -3 6 94 94 78 -16
Space O 3 -5 94 171 172 78
O U 0 2 171 94 93 -78
U T 0 2 94 124 110 16
T Space -3 1 124 109 187 63
Space A 2 3 109 63 873 764
A N -1 -5 63 109 63 0
N D 1 3 109 78 93 -16
D Space -2 -1 78 109 110 32
Space T 3 -1 109 171 109 0
T U 0 -2 171 109 140 -31
U S -1 5 109 187 203 94
S T 1 -3 187 109 109 -78
T Space -3 1 109 110 187 78
Space T 3 -1 110 125 203 93
T H -1 -1 125 94 78 -47
H A 0 5 94 125 203 109
A T 1 -4 125 110 62 -63
T Space -3 1 110 109 32 -78
Space I 3 -4 109 109 390 281
I T 0 3 109 94 93 -16
T Space -3 1 94 94 125 31
Space W 3 2 94 125 62 -32
W O 0 -7 125 124 110 -15
O U 0 2 124 94 62 -62
U L -1 -2 94 109 156 62
L D 0 6 109 78 62 -47
D Space -2 -1 78 93 110 32
Space A 2 3 93 62 62 -31
A L 0 -8 62 46 172 110
L L 0 0 46 109 109 63
L Space -2 5 109 78 62 -47
Space W 3 2 78 109 172 94
W O 0 -7 109 110 62 -47
O R 0 5 110 94 125 15
R K -1 -4 94 109 78 -16
K Space -2 4 109 109 141 32
Space O 3 -5 109 156 93 -16
O U 0 2 156 78 78 -78
U T 0 2 78 78 78 0
T Space -3 1 78 78 109 31
Space RShiftKey 1 -7 78 406 203 125
RShiftKey O 2 2 406 172 125 -281
O K -1 1 172 93 94 -78
K OemPeriod -1 -1 93 93 343 250
OemPeriod Space -1 5 93 94 109 16
Space RShiftKey 1 -7 94 343 390 296
RShiftKey I 2 3 343 78 234 -109
I T 0 3 78 94 140 62
T Space -3 1 94 94 94 0
Space W 3 2 94 93 172 78
W A -1 1 93 172 62 -31
A S 0 -1 172 94 109 -63
S Space -2 -2 94 78 31 -63
Space P 3 -6 78 94 172 94
P R 0 6 94 156 62 -32
R E 0 1 156 141 78 -78
E T 0 -2 141 63 203 62
T T 0 0 63 110 109 46
T Y 0 -1 110 93 219 109
Y T 0 1 93 47 31 -62
T Space -3 1 47 93 125 78
Space S 2 2 93 125 702 609
S C -1 -1 125 140 78 -47
C A 1 2 140 93 125 -15
A R 1 -3 93 203 218 125
R Y 0 -2 203 156 125 -78
Y Space -3 2 156 109 156 0
Space A 2 3 109 172 639 530
A T 1 -4 172 109 125 -47
T Space -3 1 109 78 94 -15
Space T 3 -1 78 124 125 47
T H -1 -1 124 94 62 -62
H E 1 3 94 94 140 46
E Space -3 -1 94 93 63 -31
Space T 3 -1 93 109 78 -15
T I 0 -3 109 125 93 -16
I M -2 1 125 93 63 -62
M E 2 4 93 109 62 -31
E OemPeriod -2 -6 109 62 172 63
OemPeriod Space -1 5 62 78 78 16
Space Back 4 -9 78 31 2075 1997
Back Back 0 0 31 63 124 93
Back Oemcomma -3 5 63 93 1311 1248
Oemcomma Space -1 4 93 94 62 -31
Space B 1 -1 94 78 219 125
B U 2 -2 78 109 156 78
U T 0 2 109 110 124 15
T Space -3 1 110 109 110 0
Space L 2 -5 109 93 1045 936
L O 1 0 93 62 203 110
O O 0 0 62 140 140 78
O K -1 1 140 109 78 -62
K I 1 0 109 141 187 78
I N -2 2 141 93 63 -78
N G 1 1 93 78 93 0
G Space -2 1 78 78 94 16
Space B 1 -1 78 125 93 15
B A 1 4 125 172 234 109
A C -1 -2 172 109 94 -78
C K 1 -5 109 93 94 -15
K Space -2 4 93 110 124 31
Space RShiftKey 1 -7 110 203 749 639
RShiftKey Back 3 -2 203 78 499 296
Back I -1 5 78 78 172 94
I T 0 3 78 93 94 16
T Space -3 1 93 93 109 16
Space W 3 2 93 109 140 47
W A -1 1 109 172 78 -31
A S 0 -1 172 94 125 -47
S Back 2 -11 94 47 468 374
Back Back 0 0 47 62 125 78
Back Back 0 0 62 63 140 78
Back Back 0 0 63 62 141 78
Back Back 0 0 62 62 140 78
Back Back 0 0 62 63 140 78
Back Space -4 9 63 78 94 31
Space I 3 -4 78 94 156 78
I T 0 3 94 94 140 46
T Space -3 1 94 78 297 203
Space W 3 2 78 109 125 47
W A -1 1 109 187 62 -47
A S 0 -1 187 93 125 -62
S Space -2 -2 93 78 62 -31
Space O 3 -5 78 156 1357 1279
O N -2 3 156 125 47 -109
N E 2 3 125 94 312 187
E Space -3 -1 94 78 94 0
Space O 3 -5 78 78 140 62
O F -1 5 78 78 31 -47
F Space -2 0 78 78 110 32
Space T 3 -1 78 125 93 15
T H -1 -1 125 109 78 -47
H E 1 3 109 94 156 47
E Space -3 -1 94 78 63 -31
Space B 1 -1 78 109 156 78
B E 2 2 109 109 93 -16
E S -1 1 109 140 63 -46
S T 1 -3 140 78 234 94
T Space -3 1 78 78 62 -16
Space D 2 1 78 187 250 172
D E 1 0 187 124 78 -109
E C -2 0 124 78 156 32
C I 2 -5 78 94 93 15
I S -1 6 94 109 78 -16
S I 1 -6 109 141 156 47
I O 0 -1 141 203 94 -47
O N -2 3 203 140 125 -78
N S 1 4 140 93 499 359
S Space -2 -2 93 78 125 32
Space RShiftKey 1 -7 78 281 249 171
RShiftKey I 2 3 281 109 156 -125
I Space -3 4 109 78 109 0
Space E 3 1 78 125 156 78
E V -2 -1 125 94 94 -31
V E 2 1 94 141 140 46
E R 0 -1 141 125 78 -63
R Space -3 0 125 78 63 -62
Space M 1 -3 78 109 140 62
M A 1 6 109 140 47 -62
A D 0 -2 140 140 156 16
D E 1 0 140 141 62 -78
E OemPeriod -2 -6 141 109 141 0
OemPeriod Space -1 5 109 109 109 0
Space RShiftKey 1 -7 109 640 312 203
RShiftKey T 2 6 640 140 515 -125
T H -1 -1 140 109 156 16
H E 1 3 109 78 171 62
E Space -3 -1 78 78 78 0
Space M 1 -3 78 94 172 94
M I 2 -1 94 141 62 -32
I N -2 2 141 125 172 31
N U 2 -1 125 109 78 -47
U I 0 -1 109 47 47 -62
I T 0 3 47 140 109 62
T E 0 2 140 109 78 -62
E Space -3 -1 109 109 312 203
Space RShiftKey 1 -7 109 218 281 172
RShiftKey I 2 3 218 110 93 -125
I Space -3 4 110 62 94 -16
Space D 2 1 62 78 156 94
D R 1 -1 78 109 156 78
R O 0 -5 109 78 125 16
O P 0 -1 78 62 187 109
P P 0 0 62 125 109 47
P E 0 7 125 78 125 0
E D -1 0 78 109 156 78
D Space -2 -1 109 94 62 -47
Space O 3 -5 94 140 375 281
O U 0 2 140 94 62 -78
U T 0 2 94 94 109 15
T Space -3 1 94 78 110 16
Space RShiftKey 1 -7 78 187 171 93
RShiftKey I 2 3 187 109 78 -109
I Space -3 4 109 62 94 -15
Space C 1 1 62 124 125 63
C O 2 -6 124 140 62 -62
O U 0 2 140 110 62 -78
U L -1 -2 110 93 188 78
L D 0 6 93 94 124 31
D Space -2 -1 94 109 125 31
Space S 2 2 109 172 749 640
S T 1 -3 172 94 109 -63
T O 0 -4 94 109 63 -31
O P 0 -1 109 94 62 -47
P Space -3 6 94 62 94 0
Space T 3 -1 62 94 249 187
T A -1 4 94 94 156 62
A K 0 -7 94 125 78 -16
K I 1 0 125 188 109 -16
I N -2 2 188 124 110 -78
N G 1 1 124 93 156 32
G Space -2 1 93 109 156 63
Space T 3 -1 109 141 514 405
T H -1 -1 141 110 78 -63
H E 1 3 110 78 172 62
E Space -3 -1 78 78 62 -16
Space R 3 0 78 187 125 47
R E 0 1 187 109 125 -62
E Q 0 2 109 78 452 343
Q U 0 -6 78 109 125 47
U I 0 -1 109 124 63 -46
I R 0 4 124 125 93 -31
R E 0 1 125 109 63 -62
E D -1 0 109 109 187 78
D Space -2 -1 109 78 78 -31
Space C 1 1 78 109 702 624
C L 1 -6 109 93 125 16
L A 0 8 93 78 78 -15
A S 0 -1 78 47 171 93
S S 0 0 47 156 125 78
S E 1 -1 156 156 125 -31
E S -1 1 156 110 93 -63
S Space -2 -2 110 78 110 0
Space T 3 -1 78 140 187 109
T H -1 -1 140 110 93 -47
H A 0 5 110 156 188 78
A T 1 -4 156 109 78 -78
T Space -3 1 109 94 62 -47
Space D 2 1 94 78 140 46
D I 1 -5 78 94 78 0
I D -1 5 94 110 78 -16
D N -1 -3 110 78 406 296
N Oem7 1 -5 78 109 156 78
Oem7 T 1 6 109 78 125 16
T Space -3 1 78 109 125 47
Space I 3 -4 109 125 202 93
I N -2 2 125 109 63 -62
N T 2 1 109 125 93 -16
T E 0 2 125 171 141 16
E R 0 -1 171 78 109 -62
R E 0 1 78 124 250 172
E S -1 1 124 109 78 -46
S T 1 -3 109 93 187 78
T OemPeriod -2 -4 93 109 140 47
OemPeriod Space -1 5 109 93 531 422
Space M 1 -3 93 110 124 31
M E 2 4 110 109 110 0
E Oemcomma -2 -5 109 109 390 281
Oemcomma Space -1 4 109 94 124 15
Space Back 4 -9 94 62 422 328
Back Back 0 0 62 62 140 78
Back Back 0 0 62 47 156 94
Back Back 0 0 47 62 125 78
Back Back 0 0 62 63 140 78
Back Back 0 0 63 47 156 93
Back Space -4 9 47 78 141 94
Space E 3 1 78 110 202 124
E Back 1 -10 110 109 344 234
Back M -3 6 109 94 296 187
M E 2 4 94 78 109 15
E Oemcomma -2 -5 78 125 172 94
Oemcomma Space -1 4 125 109 140 15
Space A 2 3 109 94 3245 3136
A N -1 -5 94 94 62 -32
N D 1 3 94 94 94 0
D Space -2 -1 94 78 94 0
Space B 1 -1 78 93 156 78
B E 2 2 93 172 171 78
E G -1 -2 172 125 94 -78
G I 1 -3 125 78 203 78
I I 0 0 78 94 124 46
I N -2 2 94 94 78 -16
N Space -1 2 94 78 578 484
Space D 2 1 78 109 249 171
D R 1 -1 109 78 203 94
R O 0 -5 78 78 94 16
O P 0 -1 78 63 171 93
P P 0 0 63 94 125 62
P I 0 2 94 140 250 156
I N -2 2 140 78 78 -62
N G 1 1 78 93 78 0
G Space -2 1 93 78 109 16
Space I 3 -4 78 109 125 47
I N -2 2 109 94 62 -47
N Space -1 2 94 93 47 -47
Space O 3 -5 93 94 140 47
O N -2 3 94 110 31 -63
N Space -1 2 110 62 32 -78
Space O 3 -5 62 141 358 296
O N -2 3 141 109 63 -78
N E 2 3 109 124 125 16
E S -1 1 124 93 78 -46
S Space -2 -2 93 93 31 -62
Space T 3 -1 93 109 265 172
T H -1 -1 109 94 78 -31
H A 0 5 94 140 203 109
A T 1 -4 140 109 62 -78
T Space -3 1 109 78 63 -46
Space L 2 -5 78 62 187 109
L O 1 0 62 47 187 125
O O 0 0 47 172 109 62
O K -1 1 172 110 109 -63
K E 1 5 110 63 125 15
E D -1 0 63 124 141 78
D Space -2 -1 124 94 46 -78
Space I 3 -4 94 109 141 47
I N -2 2 109 94 62 -47
N T 2 1 94 93 63 -31
T E 0 2 93 171 156 63
E R 0 -1 171 94 124 -47
R E 0 1 94 141 203 109
E S -1 1 141 125 78 -63
S T 1 -3 125 94 187 62
T I 0 -3 94 141 78 -16
I N -2 2 141 94 78 -63
N G 1 1 94 94 78 -16
G OemPeriod -1 -4 94 63 156 62
OemPeriod Space -1 5 63 78 78 15
Space Return 2 -8 78 78 13994 13916
Return Return 0 0 78 78 156 78
Return Return 0 0 78 78 156 78
Return RShiftKey -1 1 78 234 436 358
RShiftKey I 2 3 234 110 156 -78
I T 0 3 110 78 141 31
T Space -3 1 78 94 93 15
Space W 3 2 94 110 156 62
W A -1 1 110 171 63 -47
A S 0 -1 171 62 125 -46
S N -1 -4 62 78 249 187
N Oem7 1 -5 78 109 141 63
Oem7 T 1 6 109 110 124 15
T Space -3 1 110 78 125 15
Space A 2 3 78 125 172 94
A L 0 -8 125 78 125 0
L L 0 0 78 110 124 46
L Space -2 5 110 109 110 0
Space R 3 0 109 94 2012 1903
R O 0 -5 94 141 140 46
O M -2 2 141 110 78 -63
M A 1 6 110 78 94 -16
A N -1 -5 78 93 125 47
N T 2 1 93 78 156 63
T I 0 -3 78 109 78 0
I C -2 5 109 94 171 62
C OemPeriod 0 -6 94 109 188 94
OemPeriod Space -1 5 109 78 124 15
Space RShiftKey 1 -7 78 202 188 110
RShiftKey I 2 3 202 109 93 -109
I Space -3 4 109 78 125 16
Space D 2 1 78 78 156 78
D I 1 -5 78 109 78 0
I D -1 5 109 94 78 -31
D N -1 -3 94 125 125 31
N T 2 1 125 109 187 62
T Space -3 1 109 63 109 0
Space H 2 -2 63 94 156 93
H A 0 5 94 109 172 78
A V -1 -3 109 140 187 78
V E 2 1 140 188 62 -78
E Space -3 -1 188 15 188 0
Space A 2 3 15 109 15 0
A Space -2 -3 109 93 94 -15
Space D 2 1 93 78 93 0
D O 1 -6 78 109 94 16
O R 0 5 109 78 94 -15
R M -2 -3 78 93 109 31
M Space -1 3 93 78 140 47
Space R 3 0 78 109 702 624
R O 0 -5 109 63 109 0
O O 0 0 63 94 125 62
O M -2 2 94 110 31 -63
M Oemcomma 0 -1 110 78 234 124
Oemcomma Space -1 4 78 78 94 16
Space S 2 2 78 78 140 62
S O 1 -7 78 62 63 -15
O Space -3 5 62 94 93 31
Space RShiftKey 1 -7 94 188 468 374
RShiftKey I 2 3 188 110 78 -110
I Space -3 4 110 78 110 0
Space S 2 2 78 93 187 109
S L 0 -7 93 78 125 32
L E 1 6 78 94 124 46
E P 0 -7 94 63 78 -16
P T 0 5 63 109 188 125
T Space -3 1 109 94 1076 967
Space O 3 -5 94 141 218 124
O N -2 3 141 109 63 -78
N Space -1 2 109 78 62 -47
Space T 3 -1 78 125 156 78
T H -1 -1 125 109 63 -62
H E 1 3 109 93 156 47
E Space -3 -1 93 78 93 0
Space F 2 0 78 94 78 0
F L 0 -5 94 78 125 31
L O 1 0 78 47 203 125
O O 0 0 47 93 125 78
O R 0 5 93 93 109 16
R Space -3 0 93 78 109 16
Space I 3 -4 78 141 187 109
I N -2 2 141 109 63 -78
N Space -1 2 109 94 62 -47
Space A 2 3 94 94 187 93
A Space -2 -3 94 47 109 15
Space F 2 0 47 94 78 31
F R 1 0 94 187 172 78
R E 0 1 187 141 109 -78
E I 0 -5 141 141 109 -32
I N -2 2 141 109 359 218
N D 1 3 109 124 141 32
D Oem7 0 -8 124 110 280 156
Oem7 S 0 9 110 78 172 62
S Space -2 -2 78 93 94 16
Space R 3 0 93 78 156 63
R O 0 -5 78 47 93 15
O O 0 0 47 141 109 62
O M -2 2 141 125 47 -94
M S 1 5 125 125 406 281
S Oemcomma -1 -6 125 140 811 686
Oemcomma Space -1 4 140 78 109 -31
Space RShiftKey 1 -7 78 312 1373 1295
RShiftKey I 2 3 312 141 140 -172
I Space -3 4 141 94 125 -16
Space R 3 0 94 125 265 171
R E 0 1 125 172 94 -31
E T 0 -2 172 109 109 -63
T U 0 -2 109 78 125 16
U R 0 3 78 93 983 905
R N -2 -2 93 94 109 16
N E 2 3 94 109 78 -16
E D -1 0 109 140 172 63
D Space -2 -1 140 125 811 671
Space RShiftKey 1 -7 125 188 327 202
RShiftKey C 0 8 188 78 125 -63
C O 2 -6 78 141 187 109
O K -1 1 141 93 63 -78
K E 1 5 93 78 62 -31
E Space -3 -1 78 78 156 78
Space B 1 -1 78 109 406 328
B O 2 -4 109 94 109 0
O T 0 4 94 63 109 15
T T 0 0 63 93 141 78
T R 0 1 93 78 0 -93
R L -1 -5 78 94 124 46
L E 1 6 94 94 78 -16
E Space -3 -1 94 109 110 16
Space F 2 0 109 78 93 -16
F O 1 -5 78 93 94 16
O R 0 5 93 78 62 -31
R Space -3 0 78 94 125 47
Space D5 4 -1 94 78 265 171
