D0 D9 0 1 156 125 93 -63
E R 0 -1 141 109 78 -63
R Y 0 -2 109 93 219 110
Y T 0 1 93 141 171 78
T R 0 1 141 109 16 -125
R H -1 -2 109 109 62 -47
H I 1 -2 109 125 94 -15
I N -2 2 125 125 62 -63
N G 1 1 125 78 109 -16
G Space -2 1 78 94 125 47
Space I 3 -4 94 109 328 234
I S -1 6 109 78 109 0
S Space -2 -2 78 93 94 16
Space B 1 -1 93 78 124 31
B U 2 -2 78 78 94 16
U T 0 2 78 63 109 31
T T 0 0 63 93 141 78
T O 0 -4 93 156 62 -31
O N -2 3 156 109 78 -78
N E 2 3 109 78 125 16
E D -1 0 78 110 171 93
D Space -2 -1 110 94 125 15
Space U 3 -3 94 94 577 483
U P 0 -3 94 94 203 109
P Space -3 6 94 109 63 -31
Space S 2 2 109 63 171 62
S O 1 -7 63 94 47 -16
O Space -3 5 94 93 94 0
Space T 3 -1 93 125 171 78
T H -1 -1 125 94 78 -47
H A 0 5 94 171 219 125
A T 1 -4 171 93 109 -62
T Space -3 1 93 93 156 63
Space I 3 -4 93 93 1217 1124
I T 0 3 93 78 109 16
T Space -3 1 78 109 109 31
Space W 3 2 109 94 78 -31
W I 0 -6 94 78 109 15
I L -1 -1 78 94 203 125
L L 0 0 94 94 109 15
L Space -2 5 94 78 109 15
Space B 1 -1 78 94 172 94
B E 2 2 94 78 156 62
E Space -3 -1 78 94 62 -16
Space E 3 1 94 187 110 16
E A -1 2 187 172 124 -63
A S 0 -1 172 124 110 -62
S Y 1 -4 124 110 280 156
Y Space -3 2 110 94 172 62
Space Back 4 -9 94 63 1591 1497
Back Back 0 0 63 78 187 124
Back Back 0 0 78 78 172 94
Back Back 0 0 78 47 187 109
Back Back 0 0 47 93 250 203
Back A -2 12 93 141 405 312
A S 0 -1 141 47 125 -16
S Space -2 -2 47 78 31 -16
Space E 3 1 78 141 125 47
E A -1 2 141 156 94 -47
A S 0 -1 156 110 93 -63
S Y 1 -4 110 78 250 140
Y Space -3 2 78 78 94 16
Space A 2 3 78 140 109 31
A S 0 -1 140 140 47 -93
S Space -2 -2 140 78 78 -62
Space P 3 -6 78 109 218 140
P O 0 1 109 109 47 -62
O S -1 7 109 78 109 0
S S 0 0 78 110 140 62
S I 1 -6 110 93 219 109
I B -2 3 93 93 125 32
B L 1 -4 93 78 140 47
L Back 2 -4 78 125 624 546
Back L -2 4 125 94 998 873
L E 1 6 94 78 172 78
E Space -3 -1 78 78 998 920
Space F 2 0 78 109 219 141
F O 1 -5 109 94 109 0
O R 0 5 94 78 94 0
R Space -3 0 78 109 93 15
Space Y 3 -2 109 109 156 47
Y O 0 -3 109 156 78 -31
O U 0 2 156 78 94 -62
U R 0 3 78 78 62 -16
R Space -3 0 78 94 125 47
Space F 2 0 94 140 125 31
F A 0 3 140 94 109 -31
A M -1 -6 94 156 78 -16
M I 2 -1 156 109 78 -78
I L -1 -1 109 94 218 109
L Y 1 3 94 78 125 31
Y OemPeriod -2 -3 78 110 733 655
OemPeriod Space -1 5 110 110 78 -32
Space RShiftKey 1 -7 110 312 266 156
RShiftKey I 2 3 312 110 202 -110
I T 0 3 110 78 141 31
T Space -3 1 78 78 125 47
Space M 1 -3 78 109 218 140
M E 2 4 109 140 156 47
E A -1 2 140 172 78 -62
A N -1 -5 172 110 140 -32
N S 1 4 110 78 110 0
S Space -2 -2 78 78 1326 1248
Space T 3 -1 78 94 171 93
T O 0 -4 94 78 109 15
O Space -3 5 78 93 110 32
Space S 2 2 93 187 218 125
S A 0 1 187 125 109 -78
A Y 1 -5 125 94 109 -16
Y Space -3 2 94 94 125 31
Space Y 3 -2 94 93 266 172
Y O 0 -3 93 109 187 94
O U 0 2 109 93 47 -62
U R 0 3 93 62 109 16
R Space -3 0 62 93 125 63
Space G 2 -1 93 93 421 328
G O 1 -4 93 78 109 16
O O 0 0 78 94 140 62
O D -1 6 94 78 78 -16
D B -1 -2 78 78 406 328
B Y 2 -1 78 94 109 31
Y E 0 3 94 140 203 109
E S -1 1 140 109 109 -31
S OemPeriod -1 -7 109 78 109 0
OemPeriod Space -1 5 78 94 125 47
Space Return 2 -8 94 47 5273 5179
Return Return 0 0 47 63 140 93
Return RShiftKey -1 1 63 250 1919 1856
RShiftKey I 2 3 250 109 156 -94
I Space -3 4 109 93 94 -15
Space L 2 -5 93 172 187 94
L I 1 1 172 93 94 -78
I V -2 4 93 202 78 -15
V E 2 1 202 109 140 -62
E D -1 0 109 109 203 94
D Space -2 -1 109 78 93 -16
Space W 3 2 78 63 858 780
W I 0 -6 63 109 47 -16
I T 0 3 109 125 312 203
T H -1 -1 125 78 94 -31
H Space -2 2 78 78 93 15
Space T 3 -1 78 94 78 0
T H -1 -1 94 94 47 -47
H A 0 5 94 125 203 109
A T 1 -4 125 94 62 -63
T Space -3 1 94 94 94 0
Space D 2 1 94 93 125 31
D I 1 -5 93 94 62 -31
I A -1 7 94 109 78 -16
A G 0 -4 109 78 156 47
G N -1 -1 78 140 94 16
N O 2 -3 140 125 78 -62
O S -1 7 125 94 140 15
S I 1 -6 94 109 141 47
I S -1 6 109 94 124 15
S Space -2 -2 94 93 141 47
Space A 2 3 93 93 827 734
A L 0 -8 93 78 140 47
L L 0 0 78 110 140 62
L Space -2 5 110 78 47 -63
Space D 2 1 78 125 234 156
D A 0 2 125 109 78 -47
A Y 1 -5 109 78 234 125
Y OemPeriod -2 -3 78 94 109 31
OemPeriod Space -1 5 94 93 141 47
Space RShiftKey 1 -7 93 234 483 390
RShiftKey L 1 2 234 94 125 -109
L A 0 8 94 110 109 15
A T 1 -4 110 78 141 31
T E 0 2 78 141 140 62
E R 0 -1 141 94 78 -63
R Space -3 0 94 78 47 -47
Space T 3 -1 78 109 156 78
T H -1 -1 109 94 62 -47
H A 0 5 94 156 188 94
A T 1 -4 156 94 93 -63
T Space -3 1 94 93 63 -31
Space E 3 1 93 125 109 16
E V -2 -1 125 156 93 -32
V E 2 1 156 124 110 -46
E N -2 -3 124 109 93 -31
N I 2 -2 109 156 141 32
I N -2 2 156 109 78 -78
N G 1 1 109 93 156 47
G Space -2 1 93 94 124 31
Space RShiftKey 1 -7 94 234 702 608
RShiftKey I 2 3 234 78 172 -62
I Space -3 4 78 78 62 -16
Space H 2 -2 78 93 188 110
H A 0 5 93 156 62 -31
A D 0 -2 156 109 109 -47
D Space -2 -1 109 93 94 -15
Space A 2 3 93 109 109 16
A Space -2 -3 109 78 94 -15
Space B 1 -1 78 94 1029 951
B I 2 -3 94 141 156 62
I O 0 -1 141 109 94 -47
O P 0 -1 109 94 218 109
P S -1 8 94 109 156 62
S Y 1 -4 109 110 187 78
Y Oemcomma -2 -2 110 109 359 249
Oemcomma W 2 6 109 78 780 671
W H -1 -4 78 93 94 16
H E 1 3 93 125 93 0
E R 0 -1 125 141 78 -47
R E 0 1 141 78 94 -47
E Space -3 -1 78 78 62 -16
Space T 3 -1 78 125 156 78
T H -1 -1 125 94 78 -47
H E 1 3 94 140 188 94
E Y 0 -3 140 109 93 -47
Y Space -3 2 109 93 94 -15
Space S 2 2 93 93 125 32
S T 1 -3 93 78 156 63
T U 0 -2 78 109 93 15
U C -2 4 109 78 156 47
C K 1 -5 78 78 156 78
K Space -2 4 78 94 109 31
Space A 2 3 94 94 874 780
A N -1 -5 94 93 125 31
N Space -1 2 93 93 78 -15
Space E 3 1 93 62 187 94
E N -2 -3 62 109 78 16
N D 1 3 109 78 94 -15
D O 1 -6 78 94 93 15
O C -2 6 94 78 109 15
C S 1 1 78 141 156 78
S O 1 -7 141 141 515 374
O P 0 -1 141 109 94 -47
P E 0 7 109 109 234 125
E Space -3 -1 109 109 109 0
Space D 2 1 109 94 624 515
D O 1 -6 94 109 94 0
O W 0 7 109 78 78 -31
W N -2 -4 78 110 124 46
N Space -1 2 110 94 94 -16
Space M 1 -3 94 109 109 15
M Y 2 1 109 63 156 47
Y Space -3 2 63 78 78 15
Space T 3 -1 78 109 141 63
T H -1 -1 109 94 62 -47
H R 1 2 94 94 187 93
R O 0 -5 94 78 156 62
O A -1 8 78 172 125 47
A T 1 -4 172 109 109 -63
T Oemcomma -2 -3 109 109 905 796
Oemcomma Space -1 4 109 93 125 16
Space T 3 -1 93 109 421 328
T G -1 0 109 78 16 -93
G H 0 -1 78 78 78 0
H R 1 2 78 78 156 78
R O 0 -5 78 140 78 0
O U 0 2 140 110 46 -94
U G -1 2 110 125 94 -16
G H 0 -1 125 78 78 -47
H Space -2 2 78 78 62 -16
Space M 1 -3 78 78 156 78
M Y 2 1 78 78 63 -15
Y Space -3 2 78 109 109 31
Space S 2 2 109 125 140 31
S T 1 -3 125 94 78 -47
T O 0 -4 94 124 32 -62
O M -2 2 124 109 62 -62
M A 1 6 109 172 140 31
A C -1 -2 172 109 94 -78
C H 1 -3 109 109 109 0
H Oemcomma -1 -2 109 124 921 812
Oemcomma Space -1 4 124 78 156 32
Space A 2 3 78 94 218 140
A Back 2 -12 94 94 655 561
Back Back 0 0 94 78 172 78
Back A -2 12 78 109 187 109
A Back 2 -12 109 78 1404 1295
Back Back 0 0 78 78 156 78
Back Space -4 9 78 78 109 31
Space A 2 3 78 125 203 125
A N -1 -5 125 78 125 0
N D 1 3 78 78 93 15
D Space -2 -1 78 78 94 16
Space I 3 -4 78 125 156 78
I N -2 2 125 109 47 -78
N T 2 1 109 78 234 125
T O 0 -4 78 78 78 0
O Space -3 5 78 93 125 47
Space M 1 -3 93 93 78 -15
M Y 2 1 93 78 124 31
Y Space -3 2 78 109 63 -15
Space I 3 -4 109 109 156 47
I N -2 2 109 93 47 -62
N T 2 1 93 78 93 0
T E 0 2 78 125 187 109
E S -1 1 125 187 94 -31
S T 1 -3 187 94 140 -47
T I 0 -3 94 125 94 0
I N -2 2 125 110 62 -63
N E 2 3 110 125 141 31
E S -1 1 125 141 62 -63
S Oemcomma -1 -6 141 109 2106 1965
Oemcomma Space -1 4 109 93 94 -15
Space P 3 -6 93 187 203 110
P U 0 3 187 94 124 -63
U T 0 2 94 94 94 0
T Space -3 1 94 94 140 46
Space A 2 3 94 110 78 -16
A Space -2 -3 110 94 94 -16
Space N 1 -2 94 93 172 78
N E 2 3 93 62 109 16
E E 0 0 62 78 140 78
E D -1 0 78 78 187 109
D Space -2 -1 78 109 110 32
Space I 3 -4 109 109 702 593
I N -2 2 109 156 31 -78
N T 2 1 156 78 203 47
T O 0 -4 78 94 93 15
O Space -3 5 94 109 94 0
Space M 1 -3 109 94 93 -16
M Y 2 1 94 78 156 62
Y Space -3 2 78 94 47 -31
Space P 3 -6 94 109 172 78
P A -1 9 109 109 109 0
A N -1 -5 109 93 94 -15
N C 0 3 93 63 124 31
C R 2 -1 63 172 172 109
R E 0 1 172 125 109 -63
E A -1 2 125 140 219 94
A S 0 -1 140 124 78 -62
S Space -2 -2 124 109 171 47
Space A 2 3 109 109 125 16
A N -1 -5 109 78 125 16
N D 1 3 78 93 78 0
D Space -2 -1 93 78 125 32
Space G 2 -1 78 94 842 764
G O 1 -4 94 94 156 62
O T 0 4 94 78 94 0
T Space -3 1 78 78 109 31
Space A 2 3 78 94 109 31
A Space -2 -3 94 94 78 -16
Space F 2 0 94 94 109 15
F E 1 1 94 125 203 109
E W 0 1 125 125 78 -47
W Space -3 -2 125 94 62 -63
Space C 1 1 94 171 141 47
C E 2 0 171 125 109 -62
E L -1 -6 125 78 94 -31
L L 0 0 78 94 140 62
L S 0 7 94 93 172 78
S Space -2 -2 93 93 78 -15
Space F 2 0 93 62 546 453
F R 1 0 62 78 140 78
R O 0 -5 78 124 94 16
O M -2 2 124 78 78 -46
M Space -1 3 78 93 31 -47
Space T 3 -1 93 94 187 94
T H -1 -1 94 78 47 -47
H E 1 3 78 94 171 93
E Space -3 -1 94 78 63 -31
Space Space 0 0 78 78 546 468
Space T 3 -1 78 93 359 281
T U 0 -2 93 141 124 31
U M -2 0 141 125 78 -63
M O 2 -2 125 140 219 94
O R 0 5 140 93 125 -15
R OemPeriod -2 -5 93 94 171 78
OemPeriod Space -1 5 94 93 94 0
Space RShiftKey 1 -7 93 219 1544 1451
RShiftKey I 2 3 219 109 94 -125
I Space -3 4 109 78 93 -16
Space W 3 2 78 109 250 172
W A -1 1 109 156 94 -15
A S 0 -1 156 93 109 -47
S Space -2 -2 93 78 93 0
Space S 2 2 78 187 110 32
S E 1 -1 187 78 124 -63
E D -1 0 78 124 188 110
D A 0 2 124 156 124 0
A T 1 -4 156 187 125 -31
T E 0 2 187 109 125 -62
E D -1 0 109 109 203 94
D Oemcomma -1 -5 109 94 530 421
Oemcomma Space -1 4 94 78 63 -31
Space B 1 -1 78 93 187 109
B U 2 -2 93 94 140 47
U T 0 2 94 93 63 -31
T Space -3 1 93 94 124 31
Space M 1 -3 94 78 172 78
M Y 2 1 78 78 62 -16
Y Space -3 2 78 93 110 32
Space W 3 2 93 62 187 94
W I 0 -6 62 110 93 31
I F -1 4 110 141 156 46
F E 1 1 141 125 94 -47
E Oemcomma -2 -5 125 109 983 858
Oemcomma Space -1 4 109 93 78 -31
Space W 3 2 93 78 187 94
W H -1 -4 78 156 78 0
H O 1 -3 156 93 125 -31
O Space -3 5 93 78 78 -15
Space W 3 2 78 47 218 140
W A -1 1 47 140 63 16
A S 0 -1 140 78 93 -47
S Space -2 -2 78 94 125 47
Space T 3 -1 94 125 156 62
T H -1 -1 125 109 78 -47
H E 1 3 109 125 187 78
E R 0 -1 125 202 63 -62
R E 0 1 202 125 124 -78
E Oemcomma -2 -5 125 93 375 250
Oemcomma Space -1 4 93 78 125 32
Space T 3 -1 78 78 499 421
T O 0 -4 78 78 93 15
O L -1 0 78 78 172 94
L D 0 6 78 94 109 31
D Space -2 -1 94 78 94 0
Space M 1 -3 78 78 156 78
M E 2 4 78 78 78 0
E Space -3 -1 78 110 93 15
Space T 3 -1 110 125 234 124
T H -1 -1 125 109 63 -62
H E 1 3 109 218 234 125
E Y 0 -3 218 109 187 -31
Y Space -3 2 109 94 156 47
Space V 1 0 94 93 952 858
V I 2 -4 93 78 109 16
I E 0 5 78 125 140 62
E W 0 1 125 187 78 -47
W E 0 -1 187 78 125 -62
E D -1 0 78 78 156 78
D Space -2 -1 78 93 125 47
Space T 3 -1 93 140 109 16
T H -1 -1 140 93 94 -46
H E 1 3 93 94 171 78
E Space -3 -1 94 78 78 -16
Space C 1 1 78 156 109 31
C E 2 0 156 124 110 -46
E L -1 -6 124 62 156 32
L L 0 0 62 78 140 78
L S 0 7 78 93 125 47
S Space -2 -2 93 94 140 47
Space U 3 -3 94 172 437 343
U N -2 1 172 109 109 -63
N D 1 3 109 109 94 -15
D E 1 0 109 140 125 16
E R 0 -1 140 124 78 -62
R Space -3 0 124 78 140 16
Space A 2 3 78 94 78 0
A Space -2 -3 94 93 94 0
Space M 1 -3 93 125 265 172
M I 2 -1 125 93 234 109
I C -2 5 93 109 109 16
C R 2 -1 109 125 109 0
R O 0 -5 125 94 125 0
O S -1 7 94 140 156 62
S C -1 -1 140 94 109 -31
C E 2 0 94 46 297 203
E Back 1 -10 46 109 405 359
Back O -1 4 109 124 219 110
O P 0 -1 124 140 62 -62
P E 0 7 140 93 172 32
E Space -3 -1 93 109 140 47
Space A 2 3 109 125 109 0
A N -1 -5 125 109 141 16
N D 1 3 109 94 93 -16
D Space -2 -1 94 94 109 15
Space T 3 -1 94 140 172 78
T H -1 -1 140 93 94 -46
H E 1 3 93 93 187 94
E Space -3 -1 93 93 78 -15
Space D 2 1 93 109 156 63
D O 1 -6 109 78 140 31
O C -2 6 78 78 109 31
C O 2 -6 78 93 141 63
O T 0 4 93 93 515 422
T R 0 1 93 187 218 125
R S -1 2 187 140 94 -93
S Space -2 -2 140 78 124 -16
Space S 2 2 78 187 1732 1654
S T 1 -3 187 93 172 -15
T A -1 4 93 78 140 47
A R 1 -3 78 156 187 109
R T 0 -1 156 156 94 -62
T E 0 2 156 78 171 15
E D -1 0 78 93 188 110
D Space -2 -1 93 78 187 94
Space C 1 1 78 187 109 31
C R 2 -1 187 124 172 -15
R Y 0 -2 124 94 202 78
Y I 0 -2 94 109 125 31
I N -2 2 109 110 31 -78
N G 1 1 110 78 63 -47
G Space -2 1 78 78 140 62
Space B 1 -1 78 62 94 16
B E 2 2 62 109 125 63
E C -2 0 109 171 1248 1139
C A 1 2 171 156 109 -62
A U 1 -6 156 63 140 -16
U S -1 5 63 125 78 15
S E 1 -1 125 109 78 -47
E Space -3 -1 109 110 187 78
Space I 3 -4 110 110 1170 1060
I T 0 3 110 62 110 0
T Space -3 1 62 109 109 47
Space T 3 -1 109 78 93 -16
T U 0 -2 78 93 141 63
U R 0 3 93 93 78 -15
R N -2 -2 93 109 109 16
N E 2 3 109 78 109 0
E D -1 0 78 109 156 78
D Space -2 -1 109 78 78 -31
Space O 3 -5 78 156 1186 1108
O U 0 2 156 63 93 -63
U T 0 2 63 78 94 31
T Space -3 1 78 109 94 16
Space T 3 -1 109 78 93 -16
T O 0 -4 78 93 94 16
O Space -3 5 93 78 125 32
Space B 1 -1 78 78 171 93
B E 2 2 78 93 172 94
E Space -3 -1 93 62 109 16
Space A 2 3 62 109 94 32
A Space -2 -3 109 78 78 -31
Space V 1 0 78 94 140 62
V E 2 1 94 140 156 62
E R 0 -1 140 110 62 -78
R Y 0 -2 110 78 234 124
Y Space -3 2 78 78 125 47
Space R 3 0 78 109 281 203
R A -1 3 109 187 187 78
A R 1 -3 187 156 156 -31
R E 0 1 156 125 94 -62
E Space -3 -1 125 78 109 -16
Space F 2 0 78 78 359 281
F O 1 -5 78 93 125 47
O R 0 5 93 62 62 -31
R M -2 -3 62 94 109 47
M Space -1 3 94 94 78 -16
Space O 3 -5 94 78 141 47
O F -1 5 78 78 62 -16
F Space -2 0 78 78 94 16
Space P 3 -6 78 94 171 93
P A -1 9 94 62 125 31
A N -1 -5 62 78 406 344
N C 0 3 78 78 218 140
C R 2 -1 78 172 187 109
R E 0 1 172 94 109 -63
E A -1 2 94 156 172 78
A T 1 -4 156 109 94 -62
T I 0 -3 109 125 202 93
I C -2 5 125 78 156 31
C Space -1 -1 78 94 94 16
Space C 1 1 94 140 125 31
C A 1 2 140 141 93 -47
A N -1 -5 141 140 63 -78
N C 0 3 140 94 109 -31
C E 2 0 94 172 156 62
E R 0 -1 172 109 94 -78
R Space -3 0 109 124 234 125
Space T 3 -1 124 125 218 94
T H -1 -1 125 109 78 -47
H A 0 5 109 109 250 141
A S 0 -1 109 78 15 -94
S T 1 -3 78 93 63 -15
T Space -3 1 93 94 46 -47
Space I 3 -4 94 125 905 811
I S -1 6 125 110 109 -16
S Space -2 -2 110 78 110 0
Space C 1 1 78 78 764 686
C U 2 -4 78 94 140 62
U R 0 3 94 140 94 0
R A -1 3 140 109 109 -31
A B -1 -4 109 93 172 63
B L 1 -4 93 78 125 32
L E 1 6 78 109 62 -16
E Space -3 -1 109 109 125 16
Space W 3 2 109 94 93 -16
W I 0 -6 94 93 110 16
I T 0 3 93 140 140 47
T H -1 -1 140 109 78 -62
H Space -2 2 109 78 94 -15
Space S 2 2 78 125 202 124
S U 1 -5 125 110 78 -47
U R 0 3 110 31 141 31
R G -1 -1 31 78 156 125
G E 1 2 78 156 125 47
E R 0 -1 156 94 93 -63
R Y 0 -2 94 94 203 109
Y OemPeriod -2 -3 94 109 2262 2168
OemPeriod Space -1 5 109 109 94 -15
Space RShiftKey 1 -7 109 156 187 78
RShiftKey I 2 3 156 125 93 -63
I Space -3 4 125 78 110 -15
Space H 2 -2 78 93 156 78
H A 0 5 93 156 78 -15
A D 0 -2 156 78 109 -47
D Space -2 -1 78 94 93 15
Space T 3 -1 94 125 156 62
T H -1 -1 125 78 78 -47
H E 1 3 78 93 188 110
E Space -3 -1 93 93 109 16
Space S 2 2 93 78 296 203
S U 1 -5 78 78 125 47
U R 0 3 78 78 265 187
R G -1 -1 78 78 187 109
G E 1 2 78 141 156 78
E R 0 -1 141 94 78 -63
R Y 0 -2 94 93 219 125
Y Space -3 2 93 94 109 16
Space A 2 3 94 125 1919 1825
A N -1 -5 125 93 125 0
N D 1 3 93 63 93 0
D Space -2 -1 63 93 94 31
Space I 3 -4 93 47 265 172
I O 0 -1 47 15 16 -31
O Back 1 -4 15 78 343 328
Back Back 0 0 78 78 187 109
Back RShiftKey -3 2 78 234 265 187
RShiftKey O 2 2 234 78 125 -109
O I 0 1 78 62 16 -62
I Oem7 -1 -3 62 93 109 47
Oem7 Back 2 -2 93 62 499 406
Back Back 0 0 62 94 140 78
Back Back 0 0 94 93 531 437
Back RShiftKey -3 2 93 265 359 266
RShiftKey I 2 3 265 93 156 -109
I Oem7 -1 -3 93 62 265 172
Oem7 M -1 4 62 78 281 219
M Space -1 3 78 94 93 15
Space F 2 0 94 78 187 93
F I 1 -4 78 109 63 -15
I N -2 2 109 93 47 -62
N E 2 3 93 94 93 0
E Space -3 -1 94 78 94 0
Space N 1 -2 78 156 156 78
N O 2 -3 156 125 78 -78
O W 0 7 125 63 140 15
W OemPeriod -2 -7 63 31 125 62
OemPeriod Space -1 5 31 78 78 47
Space Return 2 -8 78 94 15085 15007
Return Return 0 0 94 78 390 296
Return RShiftKey -1 1 78 265 593 515
RShiftKey T 2 6 265 63 187 -78
T H -1 -1 63 94 172 109
H I 1 -2 94 125 1217 1123
I S -1 6 125 141 93 -32
S Space -2 -2 141 109 141 0
Space W 3 2 109 109 125 16
W A -1 1 109 187 78 -31
A S 0 -1 187 94 124 -63
S Space -2 -2 94 93 110 16
Space T 3 -1 93 109 499 406
T H -1 -1 109 109 62 -47
H E 1 3 109 94 187 78
E Space -3 -1 94 78 110 16
Space C 1 1 78 93 109 31
C L 1 -6 93 156 140 47
L O 1 0 156 125 94 -62
O S -1 7 125 125 78 -47
S E 1 -1 125 171 78 -47
E S -1 1 171 140 125 -46
S T 1 -3 140 94 249 109
T Space -3 1 94 94 109 15
Space RShiftKey 1 -7 94 312 593 499
RShiftKey I 2 3 312 93 219 -93
I Oem7 -1 -3 93 93 234 141
Oem7 V -1 7 93 172 124 31
V E 2 1 172 109 125 -47
E Space -3 -1 109 93 63 -46
Space B 1 -1 93 78 109 16
B E 2 2 78 78 156 78
E E 0 0 78 78 156 78
E N -2 -3 78 78 93 15
N Space -1 2 78 109 94 16
Space T 3 -1 109 94 156 47
T O 0 -4 94 94 62 -32
O Space -3 5 94 78 78 -16
Space A 2 3 78 171 344 266
A Back 2 -12 171 94 436 265
Back F -2 9 94 109 125 31
F A 0 3 109 187 94 -15
A C -1 -2 187 93 125 -62
C I 2 -5 93 141 171 78
I N -2 2 141 124 63 -78
N G 1 1 124 94 124 0
G Space -2 1 94 94 125 31
Space D 2 1 94 94 515 421
D E 1 0 94 156 187 93
E A -1 2 156 125 94 -62
A T 1 -4 125 156 359 234
T H -1 -1 156 156 62 -94
H Oemcomma -1 -2 156 124 562 406
Oemcomma Space -1 4 124 93 109 -15
Space A 2 3 93 109 343 250
A N -1 -5 109 93 125 16
N D 1 3 93 94 62 -31
D Space -2 -1 94 94 125 31
Space RShiftKey 1 -7 94 219 187 93
RShiftKey I 2 3 219 94 109 -110
I Space -3 4 94 78 94 0
Space H 2 -2 78 94 187 109
H O 1 -3 94 156 78 -16
O P 0 -1 156 94 109 -47
P E 0 7 94 94 172 78
E Space -3 -1 94 94 109 15
Space I 3 -4 94 109 671 577
I T 0 3 109 94 156 47
T Oem7 -1 -6 94 78 203 109
Oem7 S 0 9 78 94 109 31
S Space -2 -2 94 62 156 62
Space T 3 -1 62 93 172 110
T H -1 -1 93 109 31 -62
H E 1 3 109 78 203 94
E Space -3 -1 78 94 93 15
Space C 1 1 94 78 125 31
C L 1 -6 78 172 156 78
L O 1 0 172 94 109 -63
O E 0 6 94 187 172 78
E S -1 1 187 172 171 -16
S T 1 -3 172 109 297 125
T Space -3 1 109 109 1201 1092
Space RShiftKey 1 -7 109 234 265 156
RShiftKey I 2 3 234 125 78 -156
I Space -3 4 125 78 141 16
Space G 2 -1 78 156 202 124
G E 1 2 156 156 172 16
E T 0 -2 156 93 94 -62
T Space -3 1 93 78 140 47
Space F 2 0 78 78 671 593
F O 1 -5 78 94 93 15
O R 0 5 94 63 78 -16
R Space -3 0 63 78 110 47
Space A 2 3 78 94 93 15
A Space -2 -3 94 94 78 -16
Space F 2 0 94 62 94 0
F E 1 1 62 125 187 125
E W 0 1 125 109 78 -47
W Space -3 -2 109 94 31 -78
Space M 1 -3 94 125 172 78
M O 2 -2 125 109 62 -63
O R 0 5 109 109 47 -62
R E 0 1 109 94 78 -31
E Space -3 -1 94 94 62 -32
Space D 2 1 94 141 203 109
D E 1 0 141 125 94 -47
E C -2 0 125 93 156 31
C A 1 2 93 140 109 16
A D 0 -2 140 78 125 -15
D E 1 0 78 172 171 93
E S -1 1 172 109 110 -62
S OemPeriod -1 -7 109 94 4227 4118
OemPeriod Space -1 5 94 94 109 15
Space RShiftKey 1 -7 94 296 344 250
RShiftKey H 1 5 296 109 218 -78
H A 0 5 109 203 234 125
A V -1 -3 203 110 140 -63
V I 2 -4 110 156 94 -16
I N -2 2 156 110 62 -94
N G 1 1 110 78 94 -16
G Space -2 1 78 109 109 31
Space L 2 -5 109 172 702 593
L I 1 1 172 125 94 -78
I V -2 4 125 187 203 78
V E 2 1 187 94 124 -63
E D -1 0 94 109 188 94
D Space -2 -1 109 78 78 -31
Space T 3 -1 78 156 171 93
T H -1 -1 156 125 109 -47
H R 1 2 125 94 156 31
R O 0 -5 94 172 78 -16
O U 0 2 172 110 78 -94
U G -1 2 110 140 94 -16
G H 0 -1 140 125 78 -62
H Space -2 2 125 109 109 -16
Space I 3 -4 109 125 187 78
I T 0 3 125 125 141 16
T Oemcomma -2 -3 125 125 1045 920
Oemcomma Space -1 4 125 94 109 -16
Space RShiftKey 1 -7 94 140 203 109
RShiftKey Return 1 -1 140 78 16 -124
Return I 1 4 78 109 15 -63
I Space -3 4 109 46 141 32
Space Back 4 -9 46 78 1138 1092
Back Back 0 0 78 94 156 78
Back Back 0 0 94 94 390 296
Back RShiftKey -3 2 94 203 687 593
RShiftKey I 2 3 203 94 93 -110
I Space -3 4 94 78 141 47
Space C 1 1 78 109 187 109
C A 1 2 109 94 62 -47
A N -1 -5 94 47 141 47
N Space -1 2 47 94 31 -16
Space N 1 -2 94 78 1451 1357
N O 2 -3 78 125 249 171
O Space -3 5 125 94 234 109
Space Back 4 -9 94 78 375 281
Back W -1 11 78 94 93 15
W Space -3 -2 94 93 110 16
Space S 2 2 93 172 140 47
S A 0 1 172 124 94 -78
A Y 1 -5 124 94 280 156
Y Space -3 2 94 93 110 16
Space T 3 -1 93 141 2152 2059
T H -1 -1 141 125 78 -63
H I 1 -2 125 141 78 -47
I S -1 6 141 109 188 47
S Space -2 -2 109 109 78 -31
Space T 3 -1 109 78 109 0
T O 0 -4 78 78 109 31
O Space -3 5 78 78 94 16
Space Y 3 -2 78 94 171 93
Y O 0 -3 94 187 94 0
O U 0 2 187 47 109 -78
U Space -3 3 47 93 328 281
Space W 3 2 93 94 280 187
W I 0 -6 94 109 110 16
I T 0 3 109 124 156 47
T H -1 -1 124 93 78 -46
H Space -2 2 93 78 62 -31
Space A 2 3 78 78 125 47
A Space -2 -3 78 109 47 -31
Space B 1 -1 109 109 109 0
B I 2 -3 109 110 93 -16
I T 0 3 110 78 110 0
T Space -3 1 78 78 109 31
Space M 1 -3 78 156 187 109
M O 2 -2 156 125 62 -94
O R 0 5 125 141 78 -47
R E 0 1 141 125 94 -47
E Space -3 -1 125 94 62 -63
Space C 1 1 94 109 749 655
C E 2 0 109 156 172 63
E R 0 -1 156 110 93 -63
R T 0 -1 110 124 734 624
T A -1 4 124 125 1045 921
A I 1 -7 125 203 296 171
I N -2 2 203 187 94 -109
N T 2 1 187 156 515 328
