D9 D2 0 7 140 156 125 -15
E V -2 -1 125 109 203 78
V E 2 1 109 109 125 16
E R 0 -1 109 156 125 16
R Y 0 -2 156 110 171 15
Y T 0 1 110 125 125 15
T H -1 -1 125 94 125 0
H I 1 -2 94 110 218 124
I N -2 2 110 125 250 140
N G 1 1 125 125 218 93
G Space -2 1 125 141 78 -47
Space W 3 2 141 125 234 93
W A -1 1 125 140 219 94
A S 0 -1 140 187 47 -93
S Space -2 -2 187 140 187 0
Space Back 4 -9 140 140 312 172
Back Back 0 0 140 109 203 63
Back Back 0 0 109 110 202 93
Back Back 0 0 110 125 468 358
Back Y -1 7 125 109 250 125
Y O 0 -3 109 124 94 -15
O U 0 2 124 109 234 110
U Space -3 3 109 125 93 -16
Space T 3 -1 125 141 109 -16
T H -1 -1 141 109 94 -47
H O 1 -3 109 109 250 141
O U 0 2 109 109 249 140
U G -1 2 109 109 141 32
G H 0 -1 109 125 93 -16
H T 1 1 125 140 94 -31
T Space -3 1 140 109 109 -31
Space Y 3 -2 109 125 842 733
Y O 0 -3 125 93 110 -15
O U 0 2 93 62 234 141
U Oem1 -1 -3 62 109 421 359
Oem1 Back 2 -3 109 109 530 421
Back Oem7 -2 2 109 93 250 141
Oem7 D 0 8 93 109 109 16
D Space -2 -1 109 125 62 -47
Space H 2 -2 125 125 796 671
H A 0 5 125 125 109 -16
A V -1 -3 125 140 172 47
V E 2 1 140 156 156 16
E Space -3 -1 156 109 125 -31
Space T 3 -1 109 171 1591 1482
T H -1 -1 171 125 156 -15
H E 1 3 125 125 109 -16
E Space -3 -1 125 109 109 -16
Space E 3 1 109 109 219 110
E Back 1 -10 109 125 436 327
Back N -3 7 125 141 390 265
N E 2 3 141 94 125 -16
E X -2 1 94 140 250 156
X T 2 -3 140 140 265 125
T Space -3 1 140 110 140 0
Space T 3 -1 110 125 125 15
T O 0 -4 125 109 156 31
O Back 1 -4 109 109 702 593
Back Back 0 0 109 125 281 172
Back D1 0 12 125 125 234 109
D1 D0 0 -9 125 109 312 187
D0 Space -4 6 109 109 156 47
Space Y 3 -2 109 125 296 187
Y E 0 3 125 140 94 -31
E A -1 2 140 141 109 -31
A R 1 -3 141 172 156 15
R S -1 2 172 125 234 62
S Space -2 -2 125 125 94 -31
Space T 3 -1 125 78 203 78
T O 0 -4 78 140 187 109
O Space -3 5 140 140 780 640
Space T 3 -1 140 141 218 78
T E 0 2 141 78 219 78
E L -1 -6 78 109 327 249
L L 0 0 109 94 203 94
L Space -2 5 94 109 187 93
Space T 3 -1 109 124 999 890
T H -1 -1 124 109 109 -15
H E 1 3 109 125 140 31
E M -2 -4 125 93 141 16
M Space -1 3 93 156 140 47
Space I 3 -4 156 93 2512 2356
I N -2 2 93 93 234 141
N Space -1 2 93 125 109 16
Space J 2 -3 125 63 140 15
J U 1 0 63 94 187 124
U S -1 5 94 141 78 -16
S T 1 -3 141 124 188 47
T Space -3 1 124 109 78 -46
Space A 2 3 109 156 140 31
A Space -2 -3 156 109 125 -31
Space F 2 0 109 78 795 686
F E 1 1 78 172 593 515
E W 0 1 172 171 63 -109
W Space -3 -2 171 141 93 -78
Space M 1 -3 141 109 172 31
M O 2 -2 109 109 234 125
O M -2 2 109 110 249 140
M T 2 2 110 125 47 -63
T Back 1 -8 125 109 437 312
Back Back 0 0 109 124 172 63
Back N -3 7 124 109 249 125
N T 2 1 109 141 109 0
T H -1 -1 141 125 156 15
H S 0 4 125 124 110 -15
S OemPeriod -1 -7 124 140 1591 1467
OemPeriod Space -1 5 140 140 624 484
Space LShiftKey 1 4 140 327 156 16
LShiftKey I 2 -8 327 141 93 -234
I T 0 3 141 156 344 203
T Space -3 1 156 156 140 -16
Space M 1 -3 156 156 125 -31
M E 2 4 156 140 109 -47
E A -1 2 140 187 94 -46
A N -1 -5 187 125 171 -16
N S 1 4 125 172 234 109
S Space -2 -2 172 141 156 -16
Space T 3 -1 141 140 172 31
T O 0 -4 140 109 109 -31
O Space -3 5 109 125 125 16
Space M 1 -3 125 125 140 15
M A 1 6 125 141 109 -16
A K 0 -7 141 93 188 47
K E 1 5 93 125 31 -62
E Space -3 -1 125 156 93 -32
Space S 2 2 156 140 297 141
S U 1 -5 140 109 203 63
U R 0 3 109 171 78 -31
R E 0 1 171 156 62 -109
E Space -3 -1 156 110 140 -16
Space E 3 1 110 125 1779 1669
E V -2 -1 125 156 265 140
V E 2 1 156 156 140 -16
E R 0 -1 156 156 125 -31
R Y 0 -2 156 125 109 -47
Y T 0 1 125 125 172 47
T H -1 -1 125 109 78 -47
H I 1 -2 109 109 203 94
I N -2 2 109 109 218 109
N G 1 1 109 156 63 -46
G Space -2 1 156 110 124 -32
Space I 3 -4 110 140 94 -16
I S -1 6 140 125 125 -15
S Space -2 -2 125 141 62 -63
Space B 1 -1 141 93 484 343
B U 2 -2 93 109 203 110
U T 0 2 109 94 93 -16
T T 0 0 94 109 172 78
T O 0 -4 109 110 93 -16
O N -2 3 110 125 234 124
N E 2 3 125 93 110 -15
E D -1 0 93 125 187 94
D Space -2 -1 125 125 93 -32
Space U 3 -3 125 93 812 687
U P 0 -3 93 110 280 187
P Space -3 6 110 140 94 -16
Space S 2 2 140 125 156 16
S O 1 -7 125 110 140 15
O Space -3 5 110 140 188 78
Space T 3 -1 140 140 296 156
T H -1 -1 140 140 156 16
H A 0 5 140 156 62 -78
A T 1 -4 156 140 94 -62
T Space -3 1 140 124 94 -46
Space I 3 -4 124 125 140 16
I T 0 3 125 125 78 -47
T Space -3 1 125 109 109 -16
Space W 3 2 109 125 172 63
W I 0 -6 125 93 749 624
I L -1 -1 93 78 202 109
L L 0 0 78 109 141 63
L Space -2 5 109 140 78 -31
Space B 1 -1 140 109 187 47
B E 2 2 109 156 62 -47
E Space -3 -1 156 172 312 156
Space E 3 1 172 156 359 187
E A -1 2 156 141 187 31
A S 0 -1 141 141 78 -63
S Y 1 -4 141 125 172 31
Y Space -3 2 125 171 1139 1014
Space A 2 3 171 140 187 16
A S 0 -1 140 187 31 -109
S Space -2 -2 187 172 125 -62
Space P 3 -6 172 109 187 15
P O 0 1 109 109 219 110
O S -1 7 109 141 93 -16
S S 0 0 141 94 203 62
S I 1 -6 94 109 78 -16
I B -2 3 109 125 234 125
B L 1 -4 125 125 156 31
L E 1 6 125 125 78 -47
E Space -3 -1 125 125 109 -16
Space F 2 0 125 141 1404 1279
F O 1 -5 141 109 125 -16
O R 0 5 109 124 94 -15
R Space -3 0 124 109 93 -31
Space Y 3 -2 109 109 203 94
Y O 0 -3 109 125 47 -62
O U 0 2 125 109 218 93
U R 0 3 109 125 94 -15
R Space -3 0 125 109 78 -47
Space F 2 0 109 94 187 78
F A 0 3 94 141 109 15
A M -1 -6 141 78 125 -16
M I 2 -1 78 94 187 109
I L -1 -1 94 109 203 109
L Y 1 3 109 140 94 -15
Y OemPeriod -2 -3 140 94 1029 889
OemPeriod Space -1 5 94 141 156 62
Space LShiftKey 1 4 141 280 219 78
LShiftKey I 2 -8 280 125 124 -156
I T 0 3 125 156 250 125
T Space -3 1 156 125 140 -16
Space M 1 -3 125 141 156 31
M E 2 4 141 125 94 -47
E A -1 2 125 171 94 -31
A N -1 -5 171 93 187 16
N S 1 4 93 140 109 16
S Space -2 -2 140 109 109 -31
Space T 3 -1 109 93 874 765
T O 0 -4 93 94 62 -31
O Space -3 5 94 156 141 47
Space S 2 2 156 125 202 46
S A 0 1 125 125 141 16
A Y 1 -5 125 94 109 -16
Y Space -3 2 94 110 140 46
Space Y 3 -2 110 124 188 78
Y O 0 -3 124 109 62 -62
O U 0 2 109 110 218 109
U R 0 3 110 141 156 46
R Space -3 0 141 140 94 -47
Space G 2 -1 140 124 1030 890
G O 1 -4 124 93 109 -15
O O 0 0 93 125 171 78
O D -1 6 125 93 110 -15
D B -1 -2 93 94 249 156
B U 2 -2 94 125 203 109
U E 0 4 125 156 187 62
E S -1 1 156 125 78 -78
S Back 2 -11 125 110 811 686
Back Back 0 0 110 78 203 93
Back Back 0 0 78 156 156 78
Back Back 0 0 156 93 250 94
Back B -3 8 93 125 889 796
B Y 2 -1 125 94 234 109
Y E 0 3 94 141 62 -32
E S -1 1 141 78 94 -47
S OemPeriod -1 -7 78 94 998 920
OemPeriod Return 1 -3 94 94 234 140
Return LShiftKey -1 12 94 484 1576 1482
LShiftKey I 2 -8 484 94 343 -141
I Space -3 4 94 156 109 15
Space L 2 -5 156 93 141 -15
L I 1 1 93 140 187 94
I V -2 4 140 140 94 -46
V E 2 1 140 171 156 16
E D -1 0 171 156 156 -15
D Space -2 -1 156 140 140 -16
Space W 3 2 140 156 281 141
W I 0 -6 156 156 109 -47
I T 0 3 156 141 140 -16
T H -1 -1 141 109 141 0
H Space -2 2 109 124 203 94
Space T 3 -1 124 140 140 16
T H -1 -1 140 125 156 16
H A 0 5 125 172 78 -47
A T 1 -4 172 140 94 -78
T Space -3 1 140 94 140 0
Space D 2 1 94 141 1076 982
D I 1 -5 141 124 110 -31
I A -1 7 124 140 109 -15
A G 0 -4 140 109 218 78
G N -1 -1 109 93 141 32
N O 2 -3 93 125 265 172
O S -1 7 125 125 187 62
S I 1 -6 125 125 140 15
I S -1 6 125 125 94 -31
S Space -2 -2 125 141 109 -16
Space A 2 3 141 141 499 358
A L 0 -8 141 94 125 -16
L L 0 0 94 125 172 78
L Space -2 5 125 140 125 0
Space D 2 1 140 125 171 31
D A 0 2 125 156 94 -31
A Y 1 -5 156 109 187 31
Y OemPeriod -2 -3 109 78 593 484
OemPeriod Space -1 5 78 109 281 203
Space LShiftKey 1 4 109 250 280 171
LShiftKey L 1 -9 250 125 141 -109
L A 0 8 125 140 499 374
A T 1 -4 140 140 281 141
T E 0 2 140 187 156 16
E R 0 -1 187 125 109 -78
R Space -3 0 125 125 47 -78
Space T 3 -1 125 141 171 46
T H -1 -1 141 125 125 -16
H A 0 5 125 156 109 -16
A T 1 -4 156 156 94 -62
T Space -3 1 156 125 109 -47
Space E 3 1 125 124 297 172
E V -2 -1 124 94 296 172
V E 2 1 94 156 125 31
E R 0 -1 156 63 140 -16
R N -2 -2 63 47 390 327
N Back 3 -7 47 109 297 250
Back Back 0 0 109 141 171 62
Back N -3 7 141 156 187 46
N I 2 -2 156 109 110 -46
I N -2 2 109 94 202 93
N G 1 1 94 141 78 -16
G Space -2 1 141 109 125 -16
Space LShiftKey 1 4 109 250 499 390
LShiftKey I 2 -8 250 109 110 -140
I Space -3 4 109 172 93 -16
Space H 2 -2 172 94 187 15
H A 0 5 94 140 110 16
A D 0 -2 140 156 124 -16
D Space -2 -1 156 156 110 -46
Space A 2 3 156 125 140 -16
A Space -2 -3 125 110 140 15
Space B 1 -1 110 109 687 577
B I 2 -3 109 94 140 31
I O 0 -1 94 93 219 125
O P 0 -1 93 110 202 109
P S -1 8 110 125 141 31
S E 1 -1 125 156 93 -32
E Back 1 -10 156 140 484 328
Back Y -1 7 140 94 608 468
Y Oemcomma -2 -2 94 109 1124 1030
Oemcomma Space -1 4 109 140 140 31
Space W 3 2 140 156 156 16
W H -1 -4 156 78 172 16
H E 1 3 78 156 93 15
E R 0 -1 156 172 109 -47
R E 0 1 172 124 110 -62
E Space -3 -1 124 124 78 -46
Space T 3 -1 124 156 109 -15
T H -1 -1 156 140 109 -47
H E 1 3 140 140 94 -46
E Y 0 -3 140 109 343 203
Y Space -3 2 109 109 125 16
Space S 2 2 109 140 296 187
S T 1 -3 140 124 250 110
T U 0 -2 124 125 93 -31
U C -2 4 125 125 156 31
C K 1 -5 125 125 156 31
K Space -2 4 125 124 110 -15
Space A 2 3 124 172 140 16
A N -1 -5 172 94 156 -16
N Space -1 2 94 109 156 62
Space E 3 1 109 140 234 125
E N -2 -3 140 124 172 32
N D 1 3 124 156 124 0
D O 1 -6 156 125 203 47
O S -1 7 125 125 109 -16
S C -1 -1 125 140 172 47
C O 2 -6 140 93 172 32
O P 0 -1 93 125 202 109
P E 0 7 125 140 94 -31
E Space -3 -1 140 124 94 -46
Space D 2 1 124 140 842 718
D O 1 -6 140 125 78 -62
O W 0 7 125 125 109 -16
W N -2 -4 125 109 172 47
N Space -1 2 109 110 171 62
Space M 1 -3 110 125 702 592
M Y 2 1 125 110 312 187
Y Space -3 2 110 140 94 -16
Space T 3 -1 140 125 125 -15
T H -1 -1 125 125 78 -47
H O 1 -3 125 109 265 140
O R 0 5 109 141 109 0
R A -1 3 141 140 125 -16
A T 1 -4 140 156 172 32
T Back 1 -8 156 94 436 280
Back Back 0 0 94 94 172 78
Back Back 0 0 94 94 187 93
Back Back 0 0 94 125 203 109
Back R -1 9 125 140 156 31
R O 0 -5 140 156 218 78
O A -1 8 156 187 141 -15
A T 1 -4 187 140 234 47
T Space -3 1 140 124 203 63
Space Back 4 -9 124 125 826 702
Back Oemcomma -3 5 125 110 624 499
Oemcomma Space -1 4 110 140 110 0
Space T 3 -1 140 140 140 0
T H -1 -1 140 125 125 -15
H R 1 2 125 94 140 15
R O 0 -5 94 78 234 140
O I 0 1 78 125 203 125
I U 0 1 125 78 296 171
U Back 1 -6 78 125 718 640
Back Back 0 0 125 156 187 62
Back U -1 6 156 94 515 359
U G -1 2 94 125 109 15
G H 0 -1 125 93 141 16
H Space -2 2 93 140 78 -15
Space M 1 -3 140 109 156 16
M Y 2 1 109 78 218 109
Y Space -3 2 78 171 47 -31
Space S 2 2 171 140 156 -15
S T 1 -3 140 140 156 16
T O 0 -4 140 109 78 -62
O M -2 2 109 109 218 109
M A 1 6 109 140 94 -15
A C -1 -2 140 110 171 31
C H 1 -3 110 109 125 15
H Space -2 2 109 109 125 16
Space A 2 3 109 171 515 406
A N -1 -5 171 93 156 -15
N D 1 3 93 141 249 156
D Space -2 -1 141 140 110 -31
Space I 3 -4 140 125 62 -78
I N -2 2 125 94 234 109
N T 2 1 94 125 78 -16
T O 0 -4 125 94 187 62
O Space -3 5 94 140 437 343
Space M 1 -3 140 125 109 -31
M Y 2 1 125 124 219 94
Y Space -3 2 124 141 93 -31
Space I 3 -4 141 94 156 15
I N -2 2 94 124 219 125
N T 2 1 124 141 46 -78
T E 0 2 141 109 110 -31
E S -1 1 109 125 202 93
S T 1 -3 125 125 172 47
T I 0 -3 125 125 234 109
I N -2 2 125 94 265 140
N E 2 3 94 156 78 -16
E S -1 1 156 156 47 -109
S Oemcomma -1 -6 156 62 1872 1716
Oemcomma Space -1 4 62 125 702 640
Space O 3 -5 125 124 250 125
O U 0 2 124 140 421 297
U T 0 2 140 125 140 0
T Space -3 1 125 141 78 -47
Space Back 4 -9 141 109 702 561
Back Back 0 0 109 110 187 78
Back Back 0 0 110 93 188 78
Back Back 0 0 93 140 187 94
Back P -1 3 140 109 671 531
P U 0 3 109 94 296 187
U T 0 2 94 141 109 15
T Space -3 1 141 125 109 -32
Space A 2 3 125 172 796 671
A Space -2 -3 172 172 109 -63
Space N 1 -2 172 110 187 15
N E 2 3 110 109 94 -16
E E 0 0 109 125 187 78
E D -1 0 125 141 156 31
D L 0 -6 141 109 141 0
L E 1 6 109 140 78 -31
E Space -3 -1 140 140 109 -31
Space I 3 -4 140 93 1217 1077
I N -2 2 93 94 218 125
N T 2 1 94 109 78 -16
T O 0 -4 109 109 172 63
O Space -3 5 109 109 140 31
Space M 1 -3 109 94 140 31
M U 2 0 94 109 266 172
U Back 1 -6 109 109 577 468
Back Y -1 7 109 94 296 187
Y Space -3 2 94 125 125 31
Space P 3 -6 125 109 172 47
P A -1 9 109 141 124 15
A N -1 -5 141 140 172 31
N C 0 3 140 125 109 -31
C R 2 -1 125 203 265 140
R E 0 1 203 156 125 -78
E A -1 2 156 187 156 0
A S 0 -1 187 140 141 -46
S E 1 -1 140 93 156 16
E Back 1 -10 93 156 733 640
Back Space -4 9 156 125 140 -16
Space A 2 3 125 125 328 203
A N -1 -5 125 125 109 -16
N D 1 3 125 156 94 -31
D Space -2 -1 156 109 109 -47
Space G 2 -1 109 141 218 109
G O 1 -4 141 125 156 15
O T 0 4 125 141 109 -16
T Space -3 1 141 125 125 -16
Space T 3 -1 125 141 265 140
T H -1 -1 141 125 141 0
H E 1 3 125 140 78 -47
E Space -3 -1 140 125 78 -62
Space C 1 1 125 109 421 296
C E 2 0 109 141 187 78
E L -1 -6 141 109 141 0
L L 0 0 109 109 187 78
L S 0 7 109 156 62 -47
S Space -2 -2 156 125 94 -62
Space U 3 -3 125 93 515 390
U N -2 1 93 109 218 125
N D 1 3 109 124 16 -93
D E 1 0 124 156 78 -46
E R 0 -1 156 171 156 0
R Space -3 0 171 141 202 31
Space A 2 3 141 156 219 78
A Space -2 -3 156 125 109 -47
Space M 1 -3 125 78 328 203
M I 2 -1 78 93 234 156
I C -2 5 93 109 62 -31
C R 2 -1 109 109 203 94
R O 0 -5 109 141 140 31
O S -1 7 141 94 125 -16
S C -1 -1 94 124 172 78
C O 2 -6 124 125 218 94
O P 0 -1 125 93 250 125
P E 0 7 93 63 124 31
E Space -3 -1 63 125 1935 1872
Space T 3 -1 125 140 187 62
T H -1 -1 140 125 125 -15
H E 1 3 125 140 109 -16
E Space -3 -1 140 109 94 -46
Space S 2 2 109 125 280 171
S Back 2 -11 125 78 1529 1404
Back D -2 10 78 140 983 905
D O 1 -6 140 124 172 32
O C -2 6 124 93 187 63
C T 2 -2 93 110 249 156
T O 0 -4 110 141 156 46
O R 0 5 141 172 359 218
R S -1 2 172 125 156 -16
S Space -2 -2 125 140 141 16
Space A 2 3 140 188 18142 18002
A Space -2 -3 188 125 172 -16
Space F 2 0 125 110 218 93
F E 1 1 110 141 312 202
E W 0 1 141 156 47 -94
W Space -3 -2 156 141 109 -47
Space C 1 1 141 140 188 47
C E 2 0 140 124 156 16
E L -1 -6 124 110 436 312
L L 0 0 110 124 188 78
L S 0 7 124 93 109 -15
S Space -2 -2 93 140 31 -62
Space F 2 0 140 125 234 94
F R 1 0 125 156 203 78
R O 0 -5 156 141 140 -16
O M -2 2 141 156 250 109
M Space -1 3 156 140 156 0
Space T 3 -1 140 156 156 16
T H -1 -1 156 109 125 -31
H E 1 3 109 141 93 -16
E Space -3 -1 141 141 78 -63
Space T 3 -1 141 141 624 483
T U 0 -2 141 93 141 0
U M -2 0 93 93 234 141
M O 2 -2 93 109 234 141
O R 0 5 109 125 93 -16
R OemPeriod -2 -5 125 110 811 686
OemPeriod Space -1 5 110 124 188 78
Space LShiftKey 1 4 124 702 468 344
LShiftKey I 2 -8 702 93 546 -156
I Space -3 4 93 172 171 78
Space W 3 2 172 141 156 -16
W A -1 1 141 172 125 -16
A S 0 -1 172 125 156 -16
S Space -2 -2 125 125 109 -16
Space D 2 1 125 156 219 94
D E 1 0 156 47 171 15
E D -1 0 47 78 78 31
D Back 2 -10 78 78 577 499
Back Back 0 0 78 78 172 94
Back Back 0 0 78 94 187 109
Back S -2 11 94 172 203 109
S E 1 -1 172 109 234 62
E D -1 0 109 94 218 109
D A 0 2 94 156 78 -16
A T 1 -4 156 156 281 125
T E 0 2 156 109 172 16
E D -1 0 109 109 140 31
D Oemcomma -1 -5 109 109 1248 1139
Oemcomma Space -1 4 109 140 94 -15
Space B 1 -1 140 78 218 78
B U 2 -2 78 109 203 125
U T 0 2 109 109 78 -31
T Space -3 1 109 109 94 -15
Space M 1 -3 109 94 93 -16
M Y 2 1 94 94 234 140
Y Space -3 2 94 124 63 -31
Space W 3 2 124 140 109 -15
W I 0 -6 140 125 109 -31
I F -1 4 125 156 172 47
F E 1 1 156 125 187 31
E Oemcomma -2 -5 125 93 983 858
Oemcomma Space -1 4 93 140 109 16
Space W 3 2 140 62 156 16
W H -1 -4 62 110 171 109
H O 1 -3 110 109 281 171
O Space -3 5 109 140 125 16
Space W 3 2 140 156 172 32
W A -1 1 156 109 140 -16
A S 0 -1 109 125 109 0
S Space -2 -2 125 109 219 94
Space H 2 -2 109 109 234 125
H T 1 1 109 140 156 47
T E 0 2 140 172 140 0
E R 0 -1 172 156 109 -63
R E 0 1 156 62 141 -15
E Back 1 -10 62 156 202 140
Back Back 0 0 156 110 234 78
Back Back 0 0 110 78 188 78
Back Back 0 0 78 109 156 78
Back Back 0 0 109 110 202 93
Back T -1 8 110 156 406 296
T H -1 -1 156 140 250 94
H E 1 3 140 125 109 -31
E R 0 -1 125 125 93 -32
R E 0 1 125 141 78 -47
E Oemcomma -2 -5 141 109 734 593
Oemcomma Space -1 4 109 94 764 655
Space T 3 -1 94 140 156 62
T O 0 -4 140 93 203 63
O L -1 0 93 109 234 141
L D 0 6 109 125 140 31
D Space -2 -1 125 140 94 -31
Space M 1 -3 140 140 156 16
M E 2 4 140 141 93 -47
E Space -3 -1 141 141 78 -63
Space T 3 -1 141 125 141 0
T H -1 -1 125 125 78 -47
H A 0 5 125 156 109 -16
A T 1 -4 156 125 78 -78
T Space -3 1 125 109 94 -31
Space W 3 2 109 140 1248 1139
W H -1 -4 140 125 109 -31
H E 1 3 125 140 109 -16
E N -2 -3 140 125 125 -15
N Space -1 2 125 140 125 0
Space T 3 -1 140 172 93 -47
T H -1 -1 172 125 94 -78
H E 1 3 125 125 93 -32
E Y 0 -3 125 125 156 31
Y Space -3 2 125 124 188 63
Space V 1 0 124 125 499 375
V I 2 -4 125 125 234 109
I E 0 5 125 171 203 78
E W 0 1 171 172 140 -31
W E 0 -1 172 140 125 -47
E D -1 0 140 140 234 94
D Space -2 -1 140 109 125 -15
Space T 3 -1 109 188 202 93
T H -1 -1 188 109 172 -16
H E 1 3 109 124 94 -15
E Space -3 -1 124 125 93 -31
Space C 1 1 125 94 515 390
C E 2 0 94 125 156 62
E L -1 -6 125 78 796 671
L L 0 0 78 94 171 93
L S 0 7 94 109 156 62
S Space -2 -2 109 125 47 -62
Space U 3 -3 125 78 499 374
U N -2 1 78 110 187 109
N D 1 3 110 125 94 -16
D E 1 0 125 156 62 -63
E R 0 -1 156 140 141 -15
R Space -3 0 140 141 93 -47
Space A 2 3 141 172 125 -16
A Space -2 -3 172 140 94 -78
Space M 1 -3 140 109 187 47
M I 2 -1 109 109 593 484
I C -2 5 109 125 93 -16
C R 2 -1 125 141 234 109
R O 0 -5 141 124 188 47
O S -1 7 124 109 156 32
S C -1 -1 109 125 280 171
C O 2 -6 125 109 110 -15
O P 0 -1 109 125 202 93
P E 0 7 125 124 110 -15
E Space -3 -1 124 141 171 47
Space T 3 -1 141 156 765 624
T H -1 -1 156 94 171 15
H E 1 3 94 140 47 -47
E Space -3 -1 140 125 109 -31
Space D 2 1 125 124 297 172
D O 1 -6 124 125 140 16
O C -2 6 125 94 109 -16
C T 2 -2 94 109 219 125
T O 0 -4 109 141 171 62
O R 0 5 141 203 343 202
R S -1 2 203 140 141 -62
S Space -2 -2 140 140 78 -62
Space S 2 2 140 125 343 203
S T 1 -3 125 140 156 31
T A -1 4 140 171 125 -15
A R 1 -3 171 156 109 -62
R T 0 -1 156 156 234 78
T E 0 2 156 172 109 -47
E D -1 0 172 109 219 47
D Space -2 -1 109 140 62 -47
Space C 1 1 140 62 281 141
C R 2 -1 62 109 452 390
R Y 0 -2 109 93 94 -15
Y I 0 -2 93 93 234 141
I N -2 2 93 93 234 141
N G 1 1 93 156 109 16
G Space -2 1 156 140 671 515
Space B 1 -1 140 141 296 156
B E 2 2 141 110 109 -32
E C -2 0 110 125 172 62
C A 1 2 125 156 187 62
A U 1 -6 156 141 187 31
U S -1 5 141 110 78 -63
S E 1 -1 110 125 63 -47
E Space -3 -1 125 140 78 -47
Space I 3 -4 140 109 156 16
I T 0 3 109 125 78 -31
T Space -3 1 125 109 78 -47
Space T 3 -1 109 110 249 140
T U 0 -2 110 109 266 156
U R 0 3 109 94 124 15
R N -2 -2 94 109 125 31
N E 2 3 109 156 94 -15
E D -1 0 156 140 156 0
D Space -2 -1 140 109 109 -31
Space O 3 -5 109 94 156 47
O U 0 2 94 78 234 140
U T 0 2 78 125 109 31
T Space -3 1 125 125 94 -31
Space O 3 -5 125 109 187 62
O T 0 4 109 109 16 -93
T Space -3 1 109 124 390 281
Space Back 4 -9 124 125 265 141
Back Back 0 0 125 125 171 46
Back Back 0 0 125 140 188 63
Back T -1 8 140 125 249 109
T O 0 -4 125 93 141 16
O Space -3 5 93 140 109 16
Space B 1 -1 140 125 171 31
B E 2 2 125 140 94 -31
E Space -3 -1 140 124 94 -46
Space A 2 3 124 171 156 32
A Space -2 -3 171 109 109 -62
Space V 1 0 109 110 1185 1076
V E 2 1 110 203 219 109
E R 0 -1 203 171 125 -78
R Y 0 -2 171 109 811 640
Y Space -3 2 109 125 93 -16
Space R 3 0 125 156 94 -31
R A -1 3 156 171 125 -31
A R 1 -3 171 172 140 -31
R E 0 1 172 141 109 -63
E Space -3 -1 141 141 78 -63
Space F 2 0 141 141 312 171
F O 1 -5 141 94 156 15
O R 0 5 94 141 78 -16
R M -2 -3 141 109 188 47
M Space -1 3 109 125 171 62
Space O 3 -5 125 110 187 62
O F -1 5 110 156 78 -32
F Space -2 0 156 78 141 -15
Space P 3 -6 78 109 156 78
P A -1 9 109 140 125 16
A N -1 -5 140 109 156 16
N C 0 3 109 109 140 31
C R 2 -1 109 187 328 219
R E 0 1 187 172 93 -94
E A -1 2 172 203 125 -47
A T 1 -4 203 140 156 -47
T I 0 -3 140 109 312 172
I C -2 5 109 141 109 0
C Space -1 -1 141 125 94 -47
Space C 1 1 125 109 1092 967
C A 1 2 109 141 93 -16
A N -1 -5 141 78 172 31
N C 0 3 78 156 125 47
C E 2 0 156 171 203 47
E R 0 -1 171 187 109 -62
R Space -3 0 187 125 171 -16
Space T 3 -1 125 156 125 0
T H -1 -1 156 141 109 -47
H A 0 5 141 141 125 -16
A T 1 -4 141 124 63 -78
T Space -3 1 124 156 93 -31
Space I 3 -4 156 109 156 0
I S -1 6 109 140 94 -15
S Space -2 -2 140 125 78 -62
Space C 1 1 125 124 250 125
C U 2 -4 124 109 265 141
U R 0 3 109 141 140 31
R A -1 3 141 140 125 -16
A B -1 -4 140 125 125 -15
B L 1 -4 125 94 343 218
L E 1 6 94 110 140 46
E Space -3 -1 110 125 78 -32
Space W 3 2 125 141 671 546
W I 0 -6 141 125 125 -16
I T 0 3 125 141 140 15
T H -1 -1 141 78 156 15
H Space -2 2 78 109 94 16
Space S 2 2 109 109 343 234
S U 1 -5 109 94 203 94
U R 0 3 94 110 62 -32
R G -1 -1 110 140 297 187
G E 1 2 140 171 125 -15
E R 0 -1 171 125 124 -47
R Y 0 -2 125 93 141 16
Y OemPeriod -2 -3 93 94 1029 936
OemPeriod Space -1 5 94 125 250 156
Space LShiftKey 1 4 125 343 250 125
LShiftKey I 2 -8 343 125 171 -172
I Space -3 4 125 141 156 31
Space H 2 -2 141 93 172 31
H A 0 5 93 140 47 -46
A D 0 -2 140 141 93 -47
D Space -2 -1 141 141 78 -63
Space T 3 -1 141 124 219 78
T H -1 -1 124 109 93 -31
H E 1 3 109 172 47 -62
E Space -3 -1 172 125 125 -47
Space S 2 2 125 172 171 46
S U 1 -5 172 125 281 109
U R 0 3 125 110 109 -16
R G -1 -1 110 124 266 156
G E 1 2 124 141 124 0
E R 0 -1 141 140 94 -47
R Y 0 -2 140 110 140 0
Y Space -3 2 110 140 141 31
Space A 2 3 140 172 249 109
A N -1 -5 172 125 172 0
N D 1 3 125 156 31 -94
D Space -2 -1 156 156 125 -31
Space LShiftKey 1 4 156 421 250 94
LShiftKey I 2 -8 421 78 312 -109
I Oem7 -1 -3 78 109 577 499
Oem7 M -1 4 109 125 327 218
M Space -1 3 125 140 110 -15
Space F 2 0 140 188 124 -16
F I 1 -4 188 93 141 -47
I N -2 2 93 78 249 156
N E 2 3 78 125 63 -15
E Space -3 -1 125 125 78 -47
Space N 1 -2 125 109 125 0
N O 2 -3 109 109 234 125
O W 0 7 109 94 140 31
W OemPeriod -2 -7 94 94 1357 1263
